date site Q State ID days size T30 L30 T90 L90 T3090 L3090 T_R30 L_R30 T_R90 L_R90 t_phase l_phase no_m phase BBD_p CP_p num_BBD num_cp
2008-02-05 NE_Pelorus NE-Q3 1 BNE.084b 279 3 1.20521670407857 0.330438690058734 0.984605804081454 0.809385779377283 0.220610899997115 -0.478947089318549 1.5 1.5 0.578947368421053 3.73684210526316 c d 9.3 dc 0.007843137 0 2 0
2008-03-21 NE_Pelorus NE-Q3 1 BNE.084b 324 3 0.61248970066897 0.0396007683675116 0.992700848233923 0.209616858171386 -0.380211147564953 -0.170016089803874 0.2 1.30769230769231 2.33333333333333 1.8125 d d 10.8 dd 0 0 0 0
2008-04-11 NE_Pelorus NE-Q3 1 BNE.084b 345 3 0.407903192487344 0.134013740481139 0.81074281236883 0.139165011139836 -0.402839619881486 -0.00515127065869639 0 2 1.30769230769231 2.10344827586207 d d 11.5 dd 0 0 0 0
2008-08-02 NE_Pelorus NE-Q3 1 BNE.084b 458 3 -1.73619272390466 -0.800567982608527 -1.19915119068034 -0.675331907687587 -0.537041533224327 -0.12523607492094 0.5 1.72727272727273 3.5 2.33333333333333 t r 15.2666666666667 rt 0.003649635 0 1 0
2008-11-15 NE_Pelorus NE-Q3 1 BNE.084b 563 3 0.191371337046644 1.34041785942879 -0.642890745457809 0.652975336742541 0.834262082504453 0.687442522686254 1.5 4 0.25 0.69811320754717 r c 18.7666666666667 cr 0.004830918 0.019323671 1 4
2008-12-15 NE_Pelorus NE-Q3 1 BNE.084b 593 3 0.855047734228362 1.12566804772126 0.188189426831929 1.10082955948732 0.666858307396433 0.0248384882339385 2.75 4 0.323529411764706 2.21428571428571 r c 19.7666666666667 cr 0.018587361 0.022304833 5 6
2009-01-07 NE_Pelorus NE-Q3 2 BNE.084b 616 3 1.07331903144803 0.976519023592452 0.616693872577171 1.10940643645191 0.456625158870859 -0.132887412859455 2.75 2.33333333333333 0.384615384615385 2.91304347826087 c c 20.5333333333333 cc 0.02661597 0.022813688 7 6
2007-05-02 NE_Pelorus NE-Q3 1 BNE.086 0 NA 0.144504875438126 -0.610905461265484 0.58935792643518 -0.432059997257853 -0.444853050997054 -0.178845464007631 0.304347826086957 0.875 2.75 1.36842105263158 d t 0 td 0 0.008403361 0 3
2007-07-02 NE_Pelorus NE-Q3 1 BNE.086 61 NA -1.12171969809841 -1.59032169927439 -0.362185852497727 -1.04550135825158 -0.759533845600683 -0.544820341022804 1.14285714285714 0.764705882352941 5.42857142857143 2.33333333333333 t t 2.03333333333333 tt 0 0.009803922 0 3
2007-08-04 NE_Pelorus NE-Q3 1 BNE.086 94 NA -1.90872504393616 -0.927547343656009 -1.10380828834475 -1.16347374083152 -0.804916755591419 0.235926397175512 0 1.30769230769231 1.36842105263158 0.8 t t 3.13333333333333 tt 0 0 0 0
2007-09-21 NE_Pelorus NE-Q3 1 BNE.086 142 3 -1.15432434233251 -0.291472211181665 -1.59090762000358 -0.781813928483692 0.436583277671075 0.490341717302027 0.5 0.764705882352941 0.125 0.184210526315789 r r 4.73333333333333 rr 0 0.019305019 0 5
2007-11-23 NE_Pelorus NE-Q3 1 BNE.086 205 3 0.310561272289882 1.22470473568013 -0.357510486128557 0.501497512766922 0.668071758418439 0.723207222913206 1.72727272727273 6.5 0.267605633802817 0.836734693877551 r c 6.83333333333333 cr 0.007905138 0.011857708 2 3
2008-01-26 NE_Pelorus NE-Q3 1 BNE.086 269 NA 1.19365773475771 0.531635400536284 0.876283713753097 0.9376610229412 0.317374021004617 -0.406025622404915 5 1.72727272727273 0.666666666666667 4.29411764705882 c c 8.96666666666667 cc 0.003921569 0 1 0
2008-02-05 NE_Pelorus NE-Q3 1 BNE.086 279 3 1.20521670407857 0.330438690058734 0.984605804081454 0.809385779377283 0.220610899997115 -0.478947089318549 1.5 1.5 0.578947368421053 3.73684210526316 c d 9.3 dc 0.007843137 0 2 0
2008-03-21 NE_Pelorus NE-Q3 1 BNE.086 324 3 0.61248970066897 0.0396007683675116 0.992700848233923 0.209616858171386 -0.380211147564953 -0.170016089803874 0.2 1.30769230769231 2.33333333333333 1.8125 d d 10.8 dd 0 0 0 0
2008-04-11 NE_Pelorus NE-Q3 1 BNE.086 345 3 0.407903192487344 0.134013740481139 0.81074281236883 0.139165011139836 -0.402839619881486 -0.00515127065869639 0 2 1.30769230769231 2.10344827586207 d d 11.5 dd 0 0 0 0
2008-08-02 NE_Pelorus NE-Q3 1 BNE.086 458 3 -1.73619272390466 -0.800567982608527 -1.19915119068034 -0.675331907687587 -0.537041533224327 -0.12523607492094 0.5 1.72727272727273 3.5 2.33333333333333 t r 15.2666666666667 rt 0.003649635 0 1 0
2008-11-15 NE_Pelorus NE-Q3 2 BNE.086 563 3 0.191371337046644 1.34041785942879 -0.642890745457809 0.652975336742541 0.834262082504453 0.687442522686254 1.5 4 0.25 0.69811320754717 r c 18.7666666666667 cr 0.004830918 0.019323671 1 4
2008-12-15 NE_Pelorus NE-Q3 2 BNE.086 593 3 0.855047734228362 1.12566804772126 0.188189426831929 1.10082955948732 0.666858307396433 0.0248384882339385 2.75 4 0.323529411764706 2.21428571428571 r c 19.7666666666667 cr 0.018587361 0.022304833 5 6
2009-01-07 NE_Pelorus NE-Q3 1 BNE.086 616 3 1.07331903144803 0.976519023592452 0.616693872577171 1.10940643645191 0.456625158870859 -0.132887412859455 2.75 2.33333333333333 0.384615384615385 2.91304347826087 c c 20.5333333333333 cc 0.02661597 0.022813688 7 6
